state_id,suite,task_id,initial_state_index,condition,n_rows,valid_axes,degenerate_axes,invalid_rows,correct_donor_retrieval_rate,donor_distance_reduction,donor_projection,cosine_alignment,orthogonal_residual,orthogonal_residual_ratio,distance_to_donor
libero_spatial_task09_state005_wait30,libero_spatial,9,5,future_recipient_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7200816905862456
libero_spatial_task09_state005_wait30,libero_spatial,9,5,future_donor_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7200816905862456
libero_spatial_task09_state005_wait30,libero_spatial,9,5,future_recipient_cache_donor,12,12,0,0,1.0,0.6283560975877389,0.8566497699529104,0.9277965441291715,0.23949105202083562,0.3369044133270854,0.26271699279734523
libero_spatial_task09_state005_wait30,libero_spatial,9,5,future_donor_cache_donor,12,12,0,0,1.0,0.6283560975877389,0.8566497699529104,0.9277965441291715,0.23949105202083562,0.3369044133270854,0.26271699279734523
libero_spatial_task09_state006_wait30,libero_spatial,9,6,future_recipient_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9368046803763405
libero_spatial_task09_state006_wait30,libero_spatial,9,6,future_donor_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9368046803763405
libero_spatial_task09_state006_wait30,libero_spatial,9,6,future_recipient_cache_donor,12,12,0,0,1.0,0.6949998054265446,0.8762092470005055,0.9516640618322705,0.2540508589861294,0.2761194574228792,0.27982465309553195
libero_spatial_task09_state006_wait30,libero_spatial,9,6,future_donor_cache_donor,12,12,0,0,1.0,0.6949998054265446,0.8762092470005055,0.9516640618322705,0.2540508589861294,0.2761194574228792,0.27982465309553195
libero_object_task00_state004_wait30,libero_object,0,4,future_recipient_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9301194424424976
libero_object_task00_state004_wait30,libero_object,0,4,future_donor_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9301194424424976
libero_object_task00_state004_wait30,libero_object,0,4,future_recipient_cache_donor,12,12,0,0,1.0,0.7808188282336208,0.9460855643929381,0.9753356947580843,0.19405625873515672,0.2113127162606838,0.20113646826563547
libero_object_task00_state004_wait30,libero_object,0,4,future_donor_cache_donor,12,12,0,0,1.0,0.7808188282336208,0.9460855643929381,0.9753356947580843,0.19405625873515672,0.2113127162606838,0.20113646826563547
libero_object_task00_state005_wait30,libero_object,0,5,future_recipient_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8097688419097504
libero_object_task00_state005_wait30,libero_object,0,5,future_donor_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8097688419097504
libero_object_task00_state005_wait30,libero_object,0,5,future_recipient_cache_donor,12,12,0,0,1.0,0.7547959811296449,0.9419545138622984,0.9685474676737447,0.18597778411668253,0.2359009663258308,0.1929727087439638
libero_object_task00_state005_wait30,libero_object,0,5,future_donor_cache_donor,12,12,0,0,1.0,0.7547959811296449,0.9419545138622984,0.9685474676737447,0.18597778411668253,0.2359009663258308,0.1929727087439638
libero_object_task00_state006_wait30,libero_object,0,6,future_recipient_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7251613550405759
libero_object_task00_state006_wait30,libero_object,0,6,future_donor_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7251613550405759
libero_object_task00_state006_wait30,libero_object,0,6,future_recipient_cache_donor,12,12,0,0,1.0,0.7261033599211073,0.96697246335752,0.9622810056111758,0.19235488287411762,0.27029347238437756,0.19484794726887536
libero_object_task00_state006_wait30,libero_object,0,6,future_donor_cache_donor,12,12,0,0,1.0,0.7261033599211073,0.96697246335752,0.9622810056111758,0.19235488287411762,0.27029347238437756,0.19484794726887536
libero_object_task01_state004_wait30,libero_object,1,4,future_recipient_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.054840766996292
libero_object_task01_state004_wait30,libero_object,1,4,future_donor_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.054840766996292
libero_object_task01_state004_wait30,libero_object,1,4,future_recipient_cache_donor,12,12,0,0,1.0,0.8003907184210654,0.9276484998666344,0.980190114253841,0.19062586394266204,0.18394158074043734,0.20541880845336366
libero_object_task01_state004_wait30,libero_object,1,4,future_donor_cache_donor,12,12,0,0,1.0,0.8003907184210654,0.9276484998666344,0.980190114253841,0.19062586394266204,0.18394158074043734,0.20541880845336366
libero_object_task01_state005_wait30,libero_object,1,5,future_recipient_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8761276284378515
libero_object_task01_state005_wait30,libero_object,1,5,future_donor_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8761276284378515
libero_object_task01_state005_wait30,libero_object,1,5,future_recipient_cache_donor,12,12,0,0,1.0,0.7536253540612518,0.9156712163238567,0.9689146226438248,0.19834646685601723,0.22988797075155787,0.21150528931282042
libero_object_task01_state005_wait30,libero_object,1,5,future_donor_cache_donor,12,12,0,0,1.0,0.7536253540612518,0.9156712163238567,0.9689146226438248,0.19834646685601723,0.22988797075155787,0.21150528931282042
libero_object_task01_state006_wait30,libero_object,1,6,future_recipient_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.22671023644365
libero_object_task01_state006_wait30,libero_object,1,6,future_donor_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.22671023644365
